City,Datetime,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Hour,Day,Month,Year,Weekday,Season,AQI_Lag_1,AQI_Lag_6,AQI_Lag_24,AQI_Rolling_6,AQI_Rolling_24
Ahmedabad,29-04-2020 04:00,5.25,45.75,22.98,8.95,0.11,3.8,53,4,29,4,2020,2,2,53,59,32,51.333333333333336,40.79166666666666
Ahmedabad,29-04-2020 05:00,6,35.75,16.07,4.57,0.11,7.92,52,5,29,4,2020,2,2,53,47,32,52.16666666666666,41.625
Ahmedabad,29-04-2020 06:00,6,28.5,20.25,0.2,0.11,4.55,52,6,29,4,2020,2,2,52,51,25,52.333333333333336,42.75
Ahmedabad,29-04-2020 07:00,6.75,47.5,20.02,1.73,0.11,5.45,50,7,29,4,2020,2,2,52,52,26,52,43.75
Ahmedabad,29-04-2020 08:00,11.25,74,22.32,2.95,0.11,11,49,8,29,4,2020,2,2,50,52,27,51.5,44.66666666666666
Ahmedabad,29-04-2020 09:00,14.5,46.5,24.23,10.7,0.11,22.18,47,9,29,4,2020,2,2,49,53,28,50.5,45.458333333333336
Ahmedabad,29-04-2020 10:00,4,34.25,23.65,11.4,0.11,35.68,45,10,29,4,2020,2,2,47,53,29,49.16666666666666,46.125
Ahmedabad,29-04-2020 11:00,1,32.25,18.48,13.6,0.11,37.33,44,11,29,4,2020,2,2,45,52,32,47.833333333333336,46.625
Ahmedabad,29-04-2020 12:00,1,40,13.05,15.9,0.11,22.65,44,12,29,4,2020,2,2,44,52,36,46.5,46.958333333333336
Ahmedabad,29-04-2020 13:00,30.59,29.5,10.35,8.02,0.11,22.57,44,13,29,4,2020,2,2,44,50,38,45.5,47.208333333333336
Ahmedabad,29-04-2020 14:00,41.34,16.75,8.32,2.12,0.11,23.88,43,14,29,4,2020,2,2,44,49,39,44.5,47.375
Ahmedabad,29-04-2020 15:00,2,20.5,8.4,0.5,0.11,22.02,42,15,29,4,2020,2,2,43,47,40,43.66666666666666,47.458333333333336
Ahmedabad,29-04-2020 16:00,2.5,24.75,7.85,11.64,0.11,22.73,42,16,29,4,2020,2,2,42,45,40,43.16666666666666,47.54166666666666
Ahmedabad,29-04-2020 17:00,4.25,26,9.73,6.62,0.11,22.95,43,17,29,4,2020,2,2,42,44,41,43,47.625
Ahmedabad,29-04-2020 18:00,4,31,10.95,9.32,0.11,26.43,44,18,29,4,2020,2,2,43,44,38,43,47.875
Ahmedabad,29-04-2020 19:00,5,38,11.7,10.07,0.11,53.95,54,19,29,4,2020,2,2,44,44,38,44.66666666666666,48.54166666666666
Ahmedabad,29-04-2020 20:00,9.25,44,9.93,8.95,0.11,56.27,56,20,29,4,2020,2,2,54,43,38,46.833333333333336,49.29166666666666
Ahmedabad,29-04-2020 21:00,10,33.75,19.55,8.07,0.11,35.9,56,21,29,4,2020,2,2,56,42,65,49.16666666666666,48.91666666666666
Ahmedabad,29-04-2020 22:00,13,52.5,44.17,17.67,0.11,10.78,56,22,29,4,2020,2,2,56,42,59,51.5,48.79166666666666
Ahmedabad,29-04-2020 23:00,22,88.25,41.8,17.55,0.11,9.53,56,23,29,4,2020,2,2,56,43,47,53.66666666666666,49.16666666666666
Ahmedabad,30-04-2020 00:00,29,72,13,7.65,0.11,31,56,0,30,4,2020,3,2,56,44,51,55.66666666666666,49.375
Ahmedabad,30-04-2020 01:00,25.5,70.5,26.92,10.92,0.11,16.25,56,1,30,4,2020,3,2,56,54,52,56,49.54166666666666
Ahmedabad,30-04-2020 02:00,16.25,89.25,23.6,10.72,0.11,20.12,56,2,30,4,2020,3,2,56,56,52,56,49.708333333333336
Ahmedabad,30-04-2020 03:00,20,105,12.53,8.05,0.11,32.05,56,3,30,4,2020,3,2,56,56,53,56,49.833333333333336
Ahmedabad,30-04-2020 04:00,24,56.75,11.82,7.95,0.11,29.32,47,4,30,4,2020,3,2,56,56,53,54.5,49.583333333333336
Ahmedabad,30-04-2020 05:00,14.25,42.5,11.08,6.7,0.11,35.45,48,5,30,4,2020,3,2,47,56,52,53.16666666666666,49.41666666666666
Ahmedabad,30-04-2020 06:00,16.75,52.75,24.38,4.38,0.11,15.78,49,6,30,4,2020,3,2,48,56,52,52,49.29166666666666
Ahmedabad,30-04-2020 07:00,34,117.5,35.27,4.88,0.11,6.78,52,7,30,4,2020,3,2,49,56,50,51.333333333333336,49.375
Ahmedabad,30-04-2020 08:00,48.5,177,42.25,4.8,0.11,27.1,56,8,30,4,2020,3,2,52,56,49,51.333333333333336,49.66666666666666
Ahmedabad,30-04-2020 09:00,49.25,161.75,26.42,7.17,0.11,56.62,61,9,30,4,2020,3,2,56,56,47,52.16666666666666,50.25
Ahmedabad,30-04-2020 10:00,31.25,112.5,19.5,7.88,0.11,63.8,64,10,30,4,2020,3,2,61,47,45,55,51.04166666666666
Ahmedabad,30-04-2020 11:00,17,72.25,12.5,7,0.11,58.17,66,11,30,4,2020,3,2,64,48,44,58,51.958333333333336
Ahmedabad,30-04-2020 12:00,7.5,36.25,11.7,8.35,0.11,55.05,65,12,30,4,2020,3,2,66,49,44,60.66666666666666,52.833333333333336
Ahmedabad,30-04-2020 13:00,6,31.75,9.57,6.32,0.11,50.08,66,13,30,4,2020,3,2,65,52,44,63,53.75
Ahmedabad,30-04-2020 14:00,6,25,8.2,3,0.11,44.4,66,14,30,4,2020,3,2,66,56,43,64.66666666666667,54.708333333333336
Ahmedabad,30-04-2020 15:00,9.25,30,7.47,0.6,0.11,51.15,66,15,30,4,2020,3,2,66,61,42,65.5,55.708333333333336
Ahmedabad,30-04-2020 16:00,22.5,52.25,8.03,0.3,0.11,31.3,67,16,30,4,2020,3,2,66,64,42,66,56.75
Ahmedabad,30-04-2020 17:00,3.5,14.5,7.43,7.85,0.11,21.62,67,17,30,4,2020,3,2,67,66,43,66.16666666666667,57.75
Ahmedabad,30-04-2020 18:00,1,11.75,8.57,11.5,0.11,19.65,66,18,30,4,2020,3,2,67,65,44,66.33333333333333,58.66666666666666
Ahmedabad,30-04-2020 19:00,24.25,20,10.65,13.2,0.11,17.05,65,19,30,4,2020,3,2,66,66,54,66.16666666666667,59.125
Ahmedabad,30-04-2020 20:00,1,24.75,12,13.92,0.11,17.45,65,20,30,4,2020,3,2,65,66,56,66,59.5
Ahmedabad,30-04-2020 21:00,4.25,45.75,18.5,7.38,0.11,8.97,65,21,30,4,2020,3,2,65,66,56,65.83333333333333,59.875
Ahmedabad,30-04-2020 22:00,14.5,94.25,14.72,0.75,0.11,9.05,67,22,30,4,2020,3,2,65,67,56,65.83333333333333,60.333333333333336
Ahmedabad,30-04-2020 23:00,16.5,70.25,14.4,6.65,0.11,10.55,66,23,30,4,2020,3,2,67,67,56,65.66666666666667,60.75
Ahmedabad,01-05-2020 00:00,18,68,10.15,7.86,0.11,20.3,66,0,1,5,2020,4,2,66,66,56,65.66666666666667,61.16666666666666
Ahmedabad,01-05-2020 01:00,8,34.5,9.93,3.55,0.11,26.18,64,1,1,5,2020,4,2,66,65,56,65.5,61.5
Ahmedabad,01-05-2020 02:00,28.6,29.25,10.25,5.15,0.11,36.8,62,2,1,5,2020,4,2,64,65,56,65,61.75
Ahmedabad,01-05-2020 03:00,20,46.25,16.72,5.97,0.11,34.5,59,3,1,5,2020,4,2,62,65,56,64,61.875
Ahmedabad,01-05-2020 04:00,19.25,81,26.45,8.75,0.11,4.38,60,4,1,5,2020,4,2,59,67,47,62.833333333333336,62.41666666666666
Ahmedabad,01-05-2020 05:00,17.5,86,28.55,4.78,0.11,9.57,62,5,1,5,2020,4,2,60,66,48,62.16666666666666,63
Ahmedabad,01-05-2020 06:00,20.75,63.5,31.35,0.45,0.11,5.03,63,6,1,5,2020,4,2,62,66,49,61.66666666666666,63.583333333333336
Ahmedabad,01-05-2020 07:00,23.75,58.75,29.23,11.56,0.11,15.27,60,7,1,5,2020,4,2,63,64,52,61,63.91666666666666
Ahmedabad,01-05-2020 08:00,16.5,57.5,30.2,0.1,0.11,14.93,55,8,1,5,2020,4,2,60,62,56,59.833333333333336,63.875
Ahmedabad,01-05-2020 09:00,16,57,31.85,7.27,0.11,14.7,51,9,1,5,2020,4,2,55,59,61,58.5,63.458333333333336
Ahmedabad,01-05-2020 10:00,3.75,47.5,21.6,8.88,0.11,26.27,48,10,1,5,2020,4,2,51,60,64,56.5,62.79166666666666
Ahmedabad,01-05-2020 11:00,6.25,46.5,21.52,10.7,0.11,30.15,47,11,1,5,2020,4,2,48,62,66,54,62
Ahmedabad,01-05-2020 12:00,7,57,17.2,11.85,0.11,26.15,48,12,1,5,2020,4,2,47,63,65,51.5,61.29166666666666
Ahmedabad,01-05-2020 13:00,5.75,55.5,14.93,6.03,0.11,25.73,49,13,1,5,2020,4,2,48,60,66,49.66666666666666,60.583333333333336
Ahmedabad,01-05-2020 14:00,3,47.75,10.6,7.04,0.11,32.1,50,14,1,5,2020,4,2,49,55,66,48.833333333333336,59.91666666666666
Ahmedabad,01-05-2020 15:00,8.25,40.75,9.62,6.4,0.11,38.83,50,15,1,5,2020,4,2,50,51,66,48.66666666666666,59.25
Ahmedabad,01-05-2020 16:00,15.5,46.5,8.85,6.78,0.11,40.5,50,16,1,5,2020,4,2,50,48,67,49,58.54166666666666
Ahmedabad,01-05-2020 17:00,13,38.5,7.58,9.7,0.11,33.35,51,17,1,5,2020,4,2,50,47,67,49.66666666666666,57.875
Ahmedabad,01-05-2020 18:00,2.25,34.75,8.43,12.93,0.11,31.97,52,18,1,5,2020,4,2,51,48,66,50.333333333333336,57.29166666666666
Ahmedabad,01-05-2020 19:00,8.25,29,10.05,14.15,0.11,29.12,53,19,1,5,2020,4,2,52,49,65,51,56.79166666666666
Ahmedabad,01-05-2020 20:00,15,29.5,10.42,14.03,0.11,26.25,53,20,1,5,2020,4,2,53,50,65,51.5,56.29166666666666
Ahmedabad,01-05-2020 21:00,5,31.75,8.35,7.78,0.11,57.17,57,21,1,5,2020,4,2,53,50,65,52.66666666666666,55.958333333333336
Ahmedabad,01-05-2020 22:00,7.5,51.5,8,3.7,0.11,67.42,67,22,1,5,2020,4,2,57,50,67,55.5,55.958333333333336
Ahmedabad,01-05-2020 23:00,13.75,26.75,20.3,5.97,0.11,45.5,67,23,1,5,2020,4,2,67,51,66,58.16666666666666,56
Ahmedabad,02-05-2020 00:00,12.25,38.75,39.8,6.9,0.11,19.62,67,0,2,5,2020,5,2,67,52,66,60.66666666666666,56.04166666666666
Ahmedabad,02-05-2020 01:00,18.25,41.25,23.25,6.75,0.11,30.15,67,1,2,5,2020,5,2,67,53,64,63,56.16666666666666
Ahmedabad,02-05-2020 02:00,14,39.5,22.68,4.75,0.11,30.12,67,2,2,5,2020,5,2,67,53,62,65.33333333333333,56.375
Ahmedabad,02-05-2020 03:00,8.5,29.5,13.4,2.77,0.11,38.3,67,3,2,5,2020,5,2,67,57,59,67,56.708333333333336
Ahmedabad,02-05-2020 04:00,11.5,25,18.52,0.6,0.11,27.6,67,4,2,5,2020,5,2,67,67,60,67,57
Ahmedabad,02-05-2020 05:00,17.75,38.25,23.93,2.3,0.11,14.95,67,5,2,5,2020,5,2,67,67,62,67,57.208333333333336
Ahmedabad,02-05-2020 06:00,27.25,52.25,26.72,3.35,0.11,11,46,6,2,5,2020,5,2,67,67,63,63.5,56.5
Ahmedabad,02-05-2020 07:00,39,57.5,29.4,3.62,0.11,15.83,42,7,2,5,2020,5,2,46,67,60,59.333333333333336,55.75
Ahmedabad,02-05-2020 08:00,36,62,25.1,3.75,0.11,37.6,43,8,2,5,2020,5,2,42,67,55,55.333333333333336,55.25
Ahmedabad,02-05-2020 09:00,22.5,61.5,22.5,6.05,0.11,49.9,50,9,2,5,2020,5,2,43,67,51,52.5,55.208333333333336
Ahmedabad,02-05-2020 10:00,27,65,21.17,7.62,0.11,44.68,50,10,2,5,2020,5,2,50,67,48,49.66666666666666,55.29166666666666
Ahmedabad,02-05-2020 11:00,12.5,38.5,16.47,9.6,0.11,47.98,50,11,2,5,2020,5,2,50,67,47,46.833333333333336,55.41666666666666
Ahmedabad,02-05-2020 12:00,8.5,38.25,19.8,15.85,0.11,56.75,57,12,2,5,2020,5,2,50,46,48,48.66666666666666,55.79166666666666
Ahmedabad,02-05-2020 13:00,10,42,24.15,8.12,0.11,62.17,62,13,2,5,2020,5,2,57,42,49,52,56.333333333333336
Ahmedabad,02-05-2020 14:00,17.25,60.25,22.02,4.8,0.11,59.68,62,14,2,5,2020,5,2,62,43,50,55.16666666666666,56.833333333333336
Ahmedabad,02-05-2020 15:00,19.25,89.5,19.48,2.48,0.11,51,62,15,2,5,2020,5,2,62,50,50,57.16666666666666,57.333333333333336
Ahmedabad,02-05-2020 16:00,26,117.25,21.17,3.38,0.11,50.57,62,16,2,5,2020,5,2,62,50,50,59.16666666666666,57.833333333333336
Ahmedabad,02-05-2020 17:00,35.75,148.5,21.07,1.48,0.11,50.08,62,17,2,5,2020,5,2,62,50,51,61.16666666666666,58.29166666666666
Ahmedabad,02-05-2020 18:00,39.5,198.25,27.4,5.88,0.11,46.12,62,18,2,5,2020,5,2,62,57,52,62,58.708333333333336
Ahmedabad,02-05-2020 19:00,39,192.25,29.38,14.95,0.11,30.08,66,19,2,5,2020,5,2,62,62,53,62.66666666666666,59.25
Ahmedabad,02-05-2020 20:00,27.25,147.5,36.35,23.38,0.11,22.68,71,20,2,5,2020,5,2,66,62,53,64.16666666666667,60
Ahmedabad,02-05-2020 21:00,32.25,135,22.48,14.4,0.11,42.1,75,21,2,5,2020,5,2,71,62,57,66.33333333333333,60.75
Ahmedabad,02-05-2020 22:00,20.25,69,15.83,5.68,0.11,47.67,76,22,2,5,2020,5,2,75,62,67,68.66666666666667,61.125
Ahmedabad,02-05-2020 23:00,33.75,94.75,27.45,11.78,0.11,26.85,78,23,2,5,2020,5,2,76,62,67,71.33333333333333,61.583333333333336
Ahmedabad,03-05-2020 00:00,54,226,29.77,2.86,0.11,26.82,86,0,3,5,2020,6,2,78,62,67,75.33333333333333,62.375
Ahmedabad,03-05-2020 01:00,31.5,156,14.3,5.44,0.11,32.6,91,1,3,5,2020,6,2,86,66,67,79.5,63.375
Ahmedabad,03-05-2020 02:00,27,75,23.55,7.32,0.11,18.1,92,2,3,5,2020,6,2,91,71,67,83,64.41666666666667
Ahmedabad,03-05-2020 03:00,17,68,29.07,1.05,0.11,13.25,94,3,3,5,2020,6,2,92,75,67,86.16666666666667,65.54166666666667
Ahmedabad,03-05-2020 04:00,16.75,59.75,24.95,0.3,0.11,7.62,96,4,3,5,2020,6,2,94,76,67,89.5,66.75
Ahmedabad,03-05-2020 05:00,14.75,46,31.37,9.02,0.11,7.25,96,5,3,5,2020,6,2,96,78,67,92.5,67.95833333333333
Ahmedabad,03-05-2020 06:00,15,59.75,32.5,8.75,0.11,8.58,96,6,3,5,2020,6,2,96,86,46,94.16666666666669,70.04166666666667
Ahmedabad,03-05-2020 07:00,28.25,81.25,28.85,4.8,0.11,9.23,97,7,3,5,2020,6,2,96,91,42,95.16666666666669,72.33333333333333
Ahmedabad,03-05-2020 08:00,32,76,28.15,4.9,0.11,12.82,98,8,3,5,2020,6,2,97,92,43,96.16666666666669,74.625
Ahmedabad,03-05-2020 09:00,19.25,59.25,24.47,8.45,0.11,21.98,98,9,3,5,2020,6,2,98,94,50,96.83333333333331,76.625
Ahmedabad,03-05-2020 10:00,16.75,51.75,21.88,11.12,0.11,24.27,97,10,3,5,2020,6,2,98,96,50,97,78.58333333333333
Ahmedabad,03-05-2020 11:00,16,54,18.52,12.55,0.11,27.1,98,11,3,5,2020,6,2,97,96,50,97.33333333333331,80.58333333333333
Ahmedabad,03-05-2020 12:00,10,80.5,16.45,16.7,0.11,27.05,99,12,3,5,2020,6,2,98,96,57,97.83333333333331,82.33333333333333
Ahmedabad,03-05-2020 13:00,10.5,68.25,16.6,4.12,0.11,29.2,100,13,3,5,2020,6,2,99,97,62,98.33333333333331,83.91666666666667
Ahmedabad,03-05-2020 14:00,10.5,44.75,15.55,1.1,0.11,28.73,100,14,3,5,2020,6,2,100,98,62,98.66666666666669,85.5
Ahmedabad,03-05-2020 15:00,6,44,17.8,7,0.11,30.25,98,15,3,5,2020,6,2,100,98,62,98.66666666666669,87
Ahmedabad,03-05-2020 16:00,12,44,15.3,6.12,0.11,27.65,95,16,3,5,2020,6,2,98,97,62,98.33333333333331,88.375
Ahmedabad,03-05-2020 17:00,13.25,33,16.48,7.35,0.11,23.12,90,17,3,5,2020,6,2,95,98,62,97,89.54166666666667
Ahmedabad,03-05-2020 18:00,7,40.75,22.6,5.43,0.11,44.58,84,18,3,5,2020,6,2,90,99,62,94.5,90.45833333333331
Ahmedabad,03-05-2020 19:00,18.25,42,20.18,3.9,0.11,45.92,77,19,3,5,2020,6,2,84,100,66,90.66666666666669,90.91666666666669
Ahmedabad,03-05-2020 20:00,10.5,38.5,27.3,4.67,0.11,25.05,73,20,3,5,2020,6,2,77,100,71,86.16666666666667,91
Ahmedabad,03-05-2020 21:00,20,64,33.75,2.72,0.11,21.1,70,21,3,5,2020,6,2,73,98,75,81.5,90.79166666666669
Ahmedabad,03-05-2020 22:00,19.5,61,30.25,0.9,0.11,20.75,70,22,3,5,2020,6,2,70,95,76,77.33333333333333,90.54166666666669
Ahmedabad,03-05-2020 23:00,28,53.5,37.28,3.1,0.11,12.47,68,23,3,5,2020,6,2,70,90,78,73.66666666666667,90.125
Ahmedabad,04-05-2020 00:00,31,58,38.03,4.22,0.11,13.12,61,0,4,5,2020,0,2,68,84,86,69.83333333333333,89.08333333333333
Ahmedabad,04-05-2020 01:00,27.75,75.25,19.98,6.17,0.11,23.6,57,1,4,5,2020,0,2,61,77,91,66.5,87.66666666666667
Ahmedabad,04-05-2020 02:00,33,106,29.1,7.75,0.11,7.6,59,2,4,5,2020,0,2,57,73,92,64.16666666666667,86.29166666666667
Ahmedabad,04-05-2020 03:00,50.5,127,18.05,5.27,0.11,14,61,3,4,5,2020,0,2,59,70,94,62.66666666666666,84.91666666666667
Ahmedabad,04-05-2020 04:00,32.75,132.25,16.32,6.6,0.11,7.3,64,4,4,5,2020,0,2,61,70,96,61.66666666666666,83.58333333333333
Ahmedabad,04-05-2020 05:00,10.25,95.25,18.3,7.7,0.11,11.77,66,5,4,5,2020,0,2,64,68,96,61.333333333333336,82.33333333333333
Ahmedabad,04-05-2020 06:00,8.75,67.5,16.5,5.93,0.11,12.67,67,6,4,5,2020,0,2,66,61,96,62.333333333333336,81.125
Ahmedabad,04-05-2020 07:00,13.5,61.5,22.85,5.7,0.11,8.4,66,7,4,5,2020,0,2,67,57,97,63.833333333333336,79.83333333333333
Ahmedabad,04-05-2020 08:00,44.75,96.5,8.6,20.55,0.56,69.82,65,8,4,5,2020,0,2,66,59,98,64.83333333333333,78.45833333333333
Ahmedabad,04-05-2020 09:00,21,84,3.7,10.47,0.11,15.07,66,9,4,5,2020,0,2,65,61,98,65.66666666666667,77.125
Ahmedabad,04-05-2020 10:00,12,45,9,14.89,0.11,11.3,66,10,4,5,2020,0,2,66,64,97,66,75.83333333333333
Ahmedabad,04-05-2020 11:00,14.25,51.5,13.12,7.18,0.11,13.05,66,11,4,5,2020,0,2,66,66,98,66,74.5
Ahmedabad,04-05-2020 12:00,19.25,68.75,14,6.46,0.11,15.55,65,12,4,5,2020,0,2,66,67,99,65.66666666666667,73.08333333333333
Ahmedabad,04-05-2020 13:00,15.75,58,9.85,6.55,0.11,36.58,65,13,4,5,2020,0,2,65,66,100,65.5,71.625
Ahmedabad,04-05-2020 14:00,21,44.25,10.97,9.53,0.11,26.07,65,14,4,5,2020,0,2,65,65,100,65.5,70.16666666666667
Ahmedabad,04-05-2020 15:00,5,41.25,11.12,10.38,0.11,24.67,65,15,4,5,2020,0,2,65,66,98,65.33333333333333,68.79166666666667
Ahmedabad,04-05-2020 16:00,7,51,12.45,11.57,0.11,20.6,65,16,4,5,2020,0,2,65,66,95,65.16666666666667,67.54166666666667
Ahmedabad,04-05-2020 17:00,9,54,15.3,10.6,0.11,18.28,66,17,4,5,2020,0,2,65,66,90,65.16666666666667,66.54166666666667
Ahmedabad,04-05-2020 18:00,13.5,71,13.35,2.75,0.11,22.85,67,18,4,5,2020,0,2,66,65,84,65.5,65.83333333333333
Ahmedabad,04-05-2020 19:00,13.5,46,10.43,5.29,0.11,17.8,68,19,4,5,2020,0,2,67,65,77,66,65.45833333333333
Ahmedabad,04-05-2020 20:00,14.75,48.25,10.33,6.19,0.11,13.53,68,20,4,5,2020,0,2,68,65,73,66.5,65.25
Ahmedabad,04-05-2020 21:00,12.5,54.25,12.4,7.12,0.11,15.62,68,21,4,5,2020,0,2,68,65,70,67,65.16666666666667
Ahmedabad,04-05-2020 22:00,7.5,54.5,13.38,11.93,0.11,14.5,67,22,4,5,2020,0,2,68,65,70,67.33333333333333,65.04166666666667
Ahmedabad,04-05-2020 23:00,10,75,21.25,16.93,0.11,7.58,68,23,4,5,2020,0,2,67,66,68,67.66666666666667,65.04166666666667
Ahmedabad,05-05-2020 00:00,22,114,14.92,16.18,0.11,13.38,71,0,5,5,2020,1,2,68,67,61,68.33333333333333,65.45833333333333
Ahmedabad,05-05-2020 01:00,2.25,36.5,10.5,3.78,0.11,14.7,69,1,5,5,2020,1,2,71,68,57,68.5,65.95833333333333
Ahmedabad,05-05-2020 02:00,8.5,27.5,8.15,6.1,0.11,14,66,2,5,5,2020,1,2,69,68,59,68.16666666666667,66.25
Ahmedabad,05-05-2020 03:00,14.25,32,6.97,2.55,0.11,10.65,61,3,5,5,2020,1,2,66,68,61,67,66.25
Ahmedabad,05-05-2020 04:00,10.25,52.25,15.23,5.48,0.11,2.9,58,4,5,5,2020,1,2,61,67,64,65.5,66
Ahmedabad,05-05-2020 05:00,11.5,80.5,12.33,4.49,0.11,12.85,57,5,5,5,2020,1,2,58,68,66,63.66666666666666,65.625
Ahmedabad,05-05-2020 06:00,7.75,43.5,12.2,2.66,0.11,11.68,56,6,5,5,2020,1,2,57,71,67,61.16666666666666,65.16666666666667
Ahmedabad,05-05-2020 07:00,4,30,18.7,2.92,0.11,7.28,55,7,5,5,2020,1,2,56,69,66,58.833333333333336,64.70833333333333
Ahmedabad,05-05-2020 08:00,21.5,66.5,21.1,3.98,0.11,9.67,55,8,5,5,2020,1,2,55,66,65,57,64.29166666666667
Ahmedabad,05-05-2020 09:00,16.75,61.5,18.88,7,0.11,10.05,54,9,5,5,2020,1,2,55,61,66,55.833333333333336,63.79166666666666
Ahmedabad,05-05-2020 10:00,8,57.5,15.9,3.48,0.11,17.38,55,10,5,5,2020,1,2,54,58,66,55.333333333333336,63.333333333333336
Ahmedabad,05-05-2020 11:00,10.75,46.25,10.25,22.26,0.11,20.35,55,11,5,5,2020,1,2,55,57,66,55,62.875
Ahmedabad,05-05-2020 12:00,9,40.5,13.75,14.23,0.11,18.38,54,12,5,5,2020,1,2,55,56,65,54.66666666666666,62.41666666666666
Ahmedabad,05-05-2020 13:00,5.25,56.75,13.95,6.53,0.11,16.32,54,13,5,5,2020,1,2,54,55,65,54.5,61.958333333333336
Ahmedabad,05-05-2020 14:00,3,48.75,11.75,8.32,0.11,18.77,54,14,5,5,2020,1,2,54,55,65,54.333333333333336,61.5
Ahmedabad,05-05-2020 15:00,17.17,27,11.4,10.22,0.11,18.33,53,15,5,5,2020,1,2,54,54,65,54.16666666666666,61
Ahmedabad,05-05-2020 16:00,21.38,26,10.28,9.3,0.11,18.73,52,16,5,5,2020,1,2,53,55,65,53.66666666666666,60.458333333333336
Ahmedabad,05-05-2020 17:00,14.98,23.25,9.65,7.5,0.11,18.7,51,17,5,5,2020,1,2,52,55,66,53,59.833333333333336
Ahmedabad,05-05-2020 18:00,33.04,23.5,8.92,7.42,0.11,16.08,49,18,5,5,2020,1,2,51,54,67,52.16666666666666,59.083333333333336
Ahmedabad,05-05-2020 19:00,19.4,23.75,10.75,2.7,0.11,15.3,48,19,5,5,2020,1,2,49,54,68,51.16666666666666,58.25
Ahmedabad,05-05-2020 20:00,2,30,10.8,6.48,0.11,13.15,47,20,5,5,2020,1,2,48,54,68,50,57.375
Ahmedabad,05-05-2020 21:00,3,34.75,10.48,5.92,0.11,12.47,46,21,5,5,2020,1,2,47,53,68,48.833333333333336,56.458333333333336
Ahmedabad,05-05-2020 22:00,5,40.5,12.03,8.57,0.11,16.68,46,22,5,5,2020,1,2,46,52,67,47.833333333333336,55.583333333333336
Ahmedabad,05-05-2020 23:00,5,59,18.55,18.2,0.11,5.4,45,23,5,5,2020,1,2,46,51,68,46.833333333333336,54.625
Ahmedabad,06-05-2020 00:00,14,110,15.2,17.38,0.11,8.35,45,0,6,5,2020,2,2,45,49,71,46.16666666666666,53.54166666666666
Ahmedabad,06-05-2020 01:00,7,39,15.22,9.45,0.11,8.93,45,1,6,5,2020,2,2,45,48,69,45.66666666666666,52.54166666666666
Ahmedabad,06-05-2020 02:00,6.25,34.5,16.6,8.72,0.11,6.57,45,2,6,5,2020,2,2,45,47,66,45.333333333333336,51.66666666666666
Ahmedabad,06-05-2020 03:00,13,47.5,17.55,2.45,0.11,3.3,46,3,6,5,2020,2,2,45,46,61,45.333333333333336,51.04166666666666
Ahmedabad,06-05-2020 04:00,11.25,46.25,16.73,5.55,0.11,5.3,46,4,6,5,2020,2,2,46,46,58,45.333333333333336,50.54166666666666
Ahmedabad,06-05-2020 05:00,5,42.5,16.35,3.23,0.11,5,44,5,6,5,2020,2,2,46,45,57,45.16666666666666,50
Ahmedabad,06-05-2020 06:00,2.25,38,14.35,3.72,0.11,7.17,44,6,6,5,2020,2,2,44,45,56,45,49.5
Ahmedabad,06-05-2020 07:00,3.5,38,18.15,5.18,0.11,6.83,44,7,6,5,2020,2,2,44,45,55,44.833333333333336,49.04166666666666
Ahmedabad,06-05-2020 08:00,3.5,33.75,17.38,2.4,0.11,9.32,43,8,6,5,2020,2,2,44,45,55,44.5,48.54166666666666
Ahmedabad,06-05-2020 09:00,2,21.75,18.3,8.1,0.11,11.3,41,9,6,5,2020,2,2,43,46,54,43.66666666666666,48
Ahmedabad,06-05-2020 10:00,6,28.25,19.82,13.12,0.11,22.43,40,10,6,5,2020,2,2,41,46,55,42.66666666666666,47.375
Ahmedabad,06-05-2020 11:00,5.5,37,12.82,9.15,0.11,22.33,40,11,6,5,2020,2,2,40,44,55,42,46.75
Ahmedabad,06-05-2020 12:00,4,25,9.45,0.2,0.11,24.75,39,12,6,5,2020,2,2,40,44,54,41.16666666666666,46.125
Ahmedabad,06-05-2020 13:00,4.25,20.5,8.35,4.53,0.11,23.8,37,13,6,5,2020,2,2,39,44,54,40,45.41666666666666
Ahmedabad,06-05-2020 14:00,2,20.25,7.12,4.17,0.11,19.55,36,14,6,5,2020,2,2,37,43,54,38.833333333333336,44.66666666666666
Ahmedabad,06-05-2020 15:00,14.09,14.5,7.6,6.82,0.11,23.75,36,15,6,5,2020,2,2,36,41,53,38,43.958333333333336
Ahmedabad,06-05-2020 16:00,6,12.5,8.05,9.4,0.11,22.85,35,16,6,5,2020,2,2,36,40,52,37.16666666666666,43.25
Ahmedabad,06-05-2020 17:00,6.75,23.5,21.72,12.52,0.11,21.2,35,17,6,5,2020,2,2,35,40,51,36.333333333333336,42.583333333333336
Ahmedabad,06-05-2020 18:00,9,61,36.17,18.32,0.11,14.73,37,18,6,5,2020,2,2,35,39,49,36,42.083333333333336
Ahmedabad,06-05-2020 19:00,23.25,72.5,37.02,19.58,0.11,12,39,19,6,5,2020,2,2,37,37,48,36.333333333333336,41.708333333333336
Ahmedabad,06-05-2020 20:00,25.75,89.5,39.83,11.8,0.11,8.68,41,20,6,5,2020,2,2,39,36,47,37.16666666666666,41.458333333333336
