City,Datetime,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Hour,Day,Month,Year,Weekday,Season,AQI_Lag_1,AQI_Lag_6,AQI_Lag_24,AQI_Rolling_6,AQI_Rolling_24
Ahmedabad,04-04-2020 16:00,21.25,42.5,16.45,11.6,0.11,20.3,70,16,4,4,2020,5,2,71,75,67,72,73.625
Ahmedabad,04-04-2020 17:00,21,39,19.62,15.16,0.11,18.97,69,17,4,4,2020,5,2,70,74,67,71.16666666666667,73.70833333333333
Ahmedabad,04-04-2020 18:00,18,46.5,27.95,5.76,0.11,14.7,67,18,4,4,2020,5,2,69,73,68,70.16666666666667,73.66666666666667
Ahmedabad,04-04-2020 19:00,21,51.75,31.45,4.15,0.11,13.4,65,19,4,4,2020,5,2,67,72,70,69,73.45833333333333
Ahmedabad,04-04-2020 20:00,28,53.75,34.38,3.83,0.11,11.57,62,20,4,4,2020,5,2,65,72,73,67.33333333333333,73
Ahmedabad,04-04-2020 21:00,22,57.5,31.22,3.65,0.11,10.03,60,21,4,4,2020,5,2,62,71,74,65.5,72.41666666666667
Ahmedabad,04-04-2020 22:00,22,69.25,25.43,0.3,0.11,14.43,59,22,4,4,2020,5,2,60,70,74,63.66666666666666,71.79166666666667
Ahmedabad,04-04-2020 23:00,22.5,64.5,24.8,16.35,0.11,13.28,58,23,4,4,2020,5,2,59,69,74,61.833333333333336,71.125
Ahmedabad,05-04-2020 00:00,24,66,28.3,15.58,0.11,7.4,57,0,5,4,2020,6,2,58,67,75,60.16666666666666,70.375
Ahmedabad,05-04-2020 01:00,31.25,95.5,32.02,2.35,0.11,5.05,59,1,5,4,2020,6,2,57,65,75,59.16666666666666,69.70833333333333
Ahmedabad,05-04-2020 02:00,26,64,37.05,3.62,0.11,3.1,58,2,5,4,2020,6,2,59,62,77,58.5,68.91666666666667
Ahmedabad,05-04-2020 03:00,22,40.5,36.35,4.38,0.11,5.2,58,3,5,4,2020,6,2,58,60,77,58.16666666666666,68.125
Ahmedabad,05-04-2020 04:00,18.75,38,35.75,5.3,0.11,4.78,57,4,5,4,2020,6,2,58,59,77,57.833333333333336,67.29166666666667
Ahmedabad,05-04-2020 05:00,18.75,41,36.25,5.82,0.11,2.88,57,5,5,4,2020,6,2,57,58,77,57.66666666666666,66.45833333333333
Ahmedabad,05-04-2020 06:00,23,49.5,33.67,1.55,0.11,3.62,57,6,5,4,2020,6,2,57,57,76,57.66666666666666,65.66666666666667
Ahmedabad,05-04-2020 07:00,28.75,47,29.83,4.58,0.11,4.97,56,7,5,4,2020,6,2,57,59,76,57.16666666666666,64.83333333333333
Ahmedabad,05-04-2020 08:00,26.25,45.75,32.8,3.85,0.11,4.57,56,8,5,4,2020,6,2,56,58,75,56.833333333333336,64.04166666666667
Ahmedabad,05-04-2020 09:00,22.5,53.5,39.92,5.88,0.11,11.43,55,9,5,4,2020,6,2,56,58,75,56.333333333333336,63.208333333333336
Ahmedabad,05-04-2020 10:00,28.5,69,46.8,12.35,0.11,17.1,54,10,5,4,2020,6,2,55,57,75,55.833333333333336,62.333333333333336
Ahmedabad,05-04-2020 11:00,28,67.75,35.42,9.4,0.11,13,54,11,5,4,2020,6,2,54,57,74,55.333333333333336,61.5
Ahmedabad,05-04-2020 12:00,22,40,31.8,11.8,0.11,13.92,53,12,5,4,2020,6,2,54,57,73,54.66666666666666,60.66666666666666
Ahmedabad,05-04-2020 13:00,18,36.25,35.88,5.75,0.11,11.12,53,13,5,4,2020,6,2,53,56,72,54.16666666666666,59.875
Ahmedabad,05-04-2020 14:00,13,36.25,18.5,4.8,0.11,13.83,52,14,5,4,2020,6,2,53,56,72,53.5,59.04166666666666
Ahmedabad,05-04-2020 15:00,16.75,33,14.62,5.4,0.11,20.65,52,15,5,4,2020,6,2,52,55,71,53,58.25
Ahmedabad,05-04-2020 16:00,19,30,15.5,7.63,0.11,20.15,51,16,5,4,2020,6,2,52,54,70,52.5,57.458333333333336
Ahmedabad,05-04-2020 17:00,11,34,18.15,10.89,0.11,20,51,17,5,4,2020,6,2,51,54,69,52,56.708333333333336
Ahmedabad,05-04-2020 18:00,17,34,28.18,26.11,0.11,13.82,51,18,5,4,2020,6,2,51,53,67,51.66666666666666,56.04166666666666
Ahmedabad,05-04-2020 19:00,20.25,43.5,34,7.28,0.11,7.72,50,19,5,4,2020,6,2,51,53,65,51.16666666666666,55.41666666666666
Ahmedabad,05-04-2020 20:00,23.5,61.75,39.17,10.32,0.11,5.62,51,20,5,4,2020,6,2,50,52,62,51,54.958333333333336
Ahmedabad,05-04-2020 21:00,21,70.75,35.77,10.75,0.11,7.6,51,21,5,4,2020,6,2,51,52,60,50.833333333333336,54.583333333333336
Ahmedabad,05-04-2020 22:00,22.75,64.5,29.1,5.92,0.11,6.72,51,22,5,4,2020,6,2,51,51,59,50.833333333333336,54.25
Ahmedabad,05-04-2020 23:00,33.25,87.75,27.57,2.35,0.11,7.23,52,23,5,4,2020,6,2,51,51,58,51,54
Ahmedabad,06-04-2020 00:00,21.5,70,28.4,1.85,0.11,5,52,0,6,4,2020,0,2,52,51,57,51.16666666666666,53.79166666666666
Ahmedabad,06-04-2020 01:00,21.75,74.75,29.15,5.45,0.11,3.67,51,1,6,4,2020,0,2,52,50,59,51.333333333333336,53.458333333333336
Ahmedabad,06-04-2020 02:00,24.5,92.5,31.47,6.03,0.11,2.98,53,2,6,4,2020,0,2,51,51,58,51.66666666666666,53.25
Ahmedabad,06-04-2020 03:00,16.25,46.5,35.42,7.32,0.11,1.9,53,3,6,4,2020,0,2,53,51,58,52,53.04166666666666
Ahmedabad,06-04-2020 04:00,13.75,38.75,35.12,8.8,0.11,1.3,53,4,6,4,2020,0,2,53,51,57,52.333333333333336,52.875
Ahmedabad,06-04-2020 05:00,14,36.25,33.92,8.7,0.11,1.88,53,5,6,4,2020,0,2,53,52,57,52.5,52.708333333333336
Ahmedabad,06-04-2020 06:00,18.25,32.5,27.77,6.2,0.11,1.93,52,6,6,4,2020,0,2,53,52,57,52.5,52.5
Ahmedabad,06-04-2020 07:00,22.5,38.5,29.48,5.17,0.11,2.58,52,7,6,4,2020,0,2,52,51,56,52.66666666666666,52.333333333333336
Ahmedabad,06-04-2020 08:00,22.5,43.75,28.8,3.35,0.11,3.8,51,8,6,4,2020,0,2,52,53,56,52.333333333333336,52.125
Ahmedabad,06-04-2020 09:00,18,46,36.17,3.62,0.11,11.35,51,9,6,4,2020,0,2,51,53,55,52,51.958333333333336
Ahmedabad,06-04-2020 10:00,24.25,49.25,40.58,7.98,0.11,11.72,50,10,6,4,2020,0,2,51,53,54,51.5,51.79166666666666
Ahmedabad,06-04-2020 11:00,19.5,48.75,43.12,14.25,0.11,9.55,50,11,6,4,2020,0,2,50,53,54,51,51.625
Ahmedabad,06-04-2020 12:00,19.75,52.25,32.85,10.7,0.11,7.43,50,12,6,4,2020,0,2,50,52,53,50.66666666666666,51.5
Ahmedabad,06-04-2020 13:00,16,47,41,3.92,0.11,6.78,51,13,6,4,2020,0,2,50,52,53,50.5,51.41666666666666
Ahmedabad,06-04-2020 14:00,13,40.25,19.3,4.06,0.11,7.95,51,14,6,4,2020,0,2,51,51,52,50.5,51.375
Ahmedabad,06-04-2020 15:00,7,26,17.15,26.5,0.11,12.7,50,15,6,4,2020,0,2,51,51,52,50.333333333333336,51.29166666666666
Ahmedabad,06-04-2020 16:00,17.25,34.5,17.6,6,0.11,18.65,51,16,6,4,2020,0,2,50,50,51,50.5,51.29166666666666
Ahmedabad,06-04-2020 17:00,14.5,34.75,19.18,5.05,0.11,13.9,51,17,6,4,2020,0,2,51,50,51,50.66666666666666,51.29166666666666
Ahmedabad,06-04-2020 18:00,14.25,34,25.77,8.05,0.11,7.2,51,18,6,4,2020,0,2,51,50,51,50.833333333333336,51.29166666666666
Ahmedabad,06-04-2020 19:00,18,43,29.65,8.23,0.11,4.42,51,19,6,4,2020,0,2,51,51,50,50.833333333333336,51.333333333333336
Ahmedabad,06-04-2020 20:00,10.75,34.25,29.15,4,0.11,5.15,49,20,6,4,2020,0,2,51,51,51,50.5,51.25
Ahmedabad,06-04-2020 21:00,8,22.5,27.7,4.57,0.11,5.35,47,21,6,4,2020,0,2,49,50,51,50,51.083333333333336
Ahmedabad,06-04-2020 22:00,11,25.75,24.12,2.42,0.11,5.3,46,22,6,4,2020,0,2,47,51,51,49.16666666666666,50.875
Ahmedabad,06-04-2020 23:00,12.75,40.25,21.05,11.78,0.11,3.1,44,23,6,4,2020,0,2,46,51,52,48,50.54166666666666
Ahmedabad,07-04-2020 00:00,18,41,22.3,22.58,0.11,7,43,0,7,4,2020,1,2,44,51,52,46.66666666666666,50.16666666666666
Ahmedabad,07-04-2020 01:00,19,38.5,23.35,4.33,0.11,23.15,41,1,7,4,2020,1,2,43,51,51,45,49.75
Ahmedabad,07-04-2020 02:00,21.5,48.5,31.32,9.7,0.11,15.35,39,2,7,4,2020,1,2,41,49,53,43.333333333333336,49.16666666666666
Ahmedabad,07-04-2020 03:00,20.75,60.5,38.02,11,0.11,19.3,40,3,7,4,2020,1,2,39,47,53,42.16666666666666,48.625
Ahmedabad,07-04-2020 04:00,22.5,74,47.85,11.72,0.11,10.38,41,4,7,4,2020,1,2,40,46,53,41.333333333333336,48.125
Ahmedabad,07-04-2020 05:00,21,74,43.62,12.68,0.11,11.35,43,5,7,4,2020,1,2,41,44,53,41.16666666666666,47.708333333333336
Ahmedabad,07-04-2020 06:00,29,86,42.55,10.8,0.11,3.15,45,6,7,4,2020,1,2,43,43,52,41.5,47.41666666666666
Ahmedabad,07-04-2020 07:00,22,66.5,33.12,6.67,0.11,3,46,7,7,4,2020,1,2,45,41,52,42.333333333333336,47.16666666666666
Ahmedabad,07-04-2020 08:00,20.75,62,35.6,5.05,0.11,2.67,47,8,7,4,2020,1,2,46,39,51,43.66666666666666,47
Ahmedabad,07-04-2020 09:00,20,61,38.73,6.67,0.11,9.1,48,9,7,4,2020,1,2,47,40,51,45,46.875
Ahmedabad,07-04-2020 10:00,20.5,98.75,35.53,10.75,0.11,5.72,50,10,7,4,2020,1,2,48,41,50,46.5,46.875
Ahmedabad,07-04-2020 11:00,18,62,29.85,9.4,0.11,9.43,50,11,7,4,2020,1,2,50,43,50,47.66666666666666,46.875
Ahmedabad,07-04-2020 12:00,14,32,27.15,11.9,0.11,9.97,49,12,7,4,2020,1,2,50,45,50,48.333333333333336,46.833333333333336
Ahmedabad,07-04-2020 13:00,5,26.5,34.52,4.95,0.11,8.1,49,13,7,4,2020,1,2,49,46,51,48.833333333333336,46.75
Ahmedabad,07-04-2020 14:00,5,28.75,20.15,11.99,0.11,7.72,48,14,7,4,2020,1,2,49,47,51,49,46.625
Ahmedabad,07-04-2020 15:00,6,30.5,16.98,18.67,0.11,11.12,48,15,7,4,2020,1,2,48,48,50,49,46.54166666666666
Ahmedabad,07-04-2020 16:00,9.25,28.5,16.05,1.8,0.11,11.25,48,16,7,4,2020,1,2,48,50,51,48.66666666666666,46.41666666666666
Ahmedabad,07-04-2020 17:00,10,30.75,19.15,5.7,0.11,10.92,48,17,7,4,2020,1,2,48,50,51,48.333333333333336,46.29166666666666
Ahmedabad,07-04-2020 18:00,11.5,32,22.5,7.22,0.11,6.47,48,18,7,4,2020,1,2,48,49,51,48.16666666666666,46.16666666666666
Ahmedabad,07-04-2020 19:00,10.75,23.5,24.88,6.35,0.11,5.65,47,19,7,4,2020,1,2,48,49,51,47.833333333333336,46
Ahmedabad,07-04-2020 20:00,5.5,38,31.35,6.28,0.11,2.98,47,20,7,4,2020,1,2,47,48,49,47.66666666666666,45.91666666666666
Ahmedabad,07-04-2020 21:00,6.75,41,29.27,5.18,0.11,3.2,48,21,7,4,2020,1,2,47,48,47,47.66666666666666,45.958333333333336
Ahmedabad,07-04-2020 22:00,5.5,21,17.93,3.55,0.11,3.58,48,22,7,4,2020,1,2,48,48,46,47.66666666666666,46.04166666666666
Ahmedabad,07-04-2020 23:00,5.25,32.25,19.05,0.75,0.11,3.88,47,23,7,4,2020,1,2,48,48,44,47.5,46.16666666666666
Ahmedabad,08-04-2020 00:00,10.5,56.5,19.73,12.39,0.11,3.25,48,0,8,4,2020,2,2,47,48,43,47.5,46.375
Ahmedabad,08-04-2020 01:00,12.75,48.75,21.5,4.72,0.11,2.83,48,1,8,4,2020,2,2,48,47,41,47.66666666666666,46.66666666666666
Ahmedabad,08-04-2020 02:00,6,32.75,23.95,6.62,0.11,1.6,48,2,8,4,2020,2,2,48,47,39,47.833333333333336,47.04166666666666
Ahmedabad,08-04-2020 03:00,6.75,36.75,26.2,8.75,0.11,1.35,47,3,8,4,2020,2,2,48,48,40,47.66666666666666,47.333333333333336
Ahmedabad,08-04-2020 04:00,9.25,28,28.68,11.2,0.11,3.4,45,4,8,4,2020,2,2,47,48,41,47.16666666666666,47.5
Ahmedabad,08-04-2020 05:00,10,36.5,29.62,11.68,0.11,0.55,43,5,8,4,2020,2,2,45,47,43,46.5,47.5
Ahmedabad,08-04-2020 06:00,9,23.5,19.58,8.53,0.11,1.55,41,6,8,4,2020,2,2,43,48,45,45.333333333333336,47.333333333333336
Ahmedabad,08-04-2020 07:00,6,17.75,18.5,3.85,0.11,1.12,39,7,8,4,2020,2,2,41,48,46,43.833333333333336,47.04166666666666
Ahmedabad,08-04-2020 08:00,7.25,26.5,20.15,3.05,0.11,1.63,37,8,8,4,2020,2,2,39,48,47,42,46.625
Ahmedabad,08-04-2020 09:00,11,37,22,1.8,0.11,1.85,36,9,8,4,2020,2,2,37,47,48,40.16666666666666,46.125
Ahmedabad,08-04-2020 10:00,14.25,26,27.7,4.03,0.11,4.35,33,10,8,4,2020,2,2,36,45,50,38.16666666666666,45.41666666666666
Ahmedabad,08-04-2020 11:00,12.75,32.5,37.93,7.95,0.11,7.47,33,11,8,4,2020,2,2,33,43,50,36.5,44.708333333333336
Ahmedabad,08-04-2020 12:00,5.25,29.75,24.1,11,0.11,8.45,33,12,8,4,2020,2,2,33,41,49,35.166666666666664,44.04166666666666
Ahmedabad,08-04-2020 13:00,4.5,17.5,19.3,6.1,0.11,8.05,33,13,8,4,2020,2,2,33,39,49,34.166666666666664,43.375
Ahmedabad,08-04-2020 14:00,8,16.25,19.53,6.12,0.11,8.15,33,14,8,4,2020,2,2,33,37,48,33.5,42.75
Ahmedabad,08-04-2020 15:00,5.5,9.25,16.98,23.82,0.11,11.8,33,15,8,4,2020,2,2,33,36,48,33,42.125
Ahmedabad,08-04-2020 16:00,6.75,14.25,16.38,5.5,0.11,13.3,33,16,8,4,2020,2,2,33,33,48,33,41.5
Ahmedabad,08-04-2020 17:00,5.75,17.5,17.15,7.1,0.11,12.72,33,17,8,4,2020,2,2,33,33,48,33,40.875
Ahmedabad,08-04-2020 18:00,5,16,19.35,7.75,0.11,8.1,33,18,8,4,2020,2,2,33,33,48,33,40.25
Ahmedabad,08-04-2020 19:00,8.5,44.5,26.32,8.9,0.11,4.47,33,19,8,4,2020,2,2,33,33,47,33,39.66666666666666
Ahmedabad,08-04-2020 20:00,10,56.5,29.7,6.88,0.11,7.25,33,20,8,4,2020,2,2,33,33,47,33,39.083333333333336
Ahmedabad,08-04-2020 21:00,8.25,28.75,32.97,7.9,0.11,15.8,33,21,8,4,2020,2,2,33,33,48,33,38.458333333333336
Ahmedabad,08-04-2020 22:00,12,38,25.25,5.5,0.11,19.6,33,22,8,4,2020,2,2,33,33,48,33,37.833333333333336
Ahmedabad,08-04-2020 23:00,12.25,31,20.52,1.85,0.11,35.23,35,23,8,4,2020,2,2,33,33,47,33.333333333333336,37.333333333333336
Ahmedabad,09-04-2020 00:00,13,28,17.83,2.12,0.11,39.75,40,0,9,4,2020,3,2,35,33,48,34.5,37
Ahmedabad,09-04-2020 01:00,13.25,26.5,18.45,5.48,0.11,39.92,40,1,9,4,2020,3,2,40,33,48,35.666666666666664,36.66666666666666
Ahmedabad,09-04-2020 02:00,18,34.25,21.55,5.98,0.11,37.4,40,2,9,4,2020,3,2,40,33,48,36.833333333333336,36.333333333333336
Ahmedabad,09-04-2020 03:00,10.75,26,25.85,7.7,0.11,33.55,40,3,9,4,2020,3,2,40,33,47,38,36.04166666666666
Ahmedabad,09-04-2020 04:00,8,26.75,28.05,8.67,0.11,34.15,40,4,9,4,2020,3,2,40,33,45,39.16666666666666,35.833333333333336
Ahmedabad,09-04-2020 05:00,11.25,29.5,32.58,10.3,0.11,33.05,40,5,9,4,2020,3,2,40,35,43,40,35.708333333333336
Ahmedabad,09-04-2020 06:00,13.25,33.25,38.77,9.9,0.11,19.7,40,6,9,4,2020,3,2,40,40,41,40,35.666666666666664
Ahmedabad,09-04-2020 07:00,19.75,44.75,39.8,8.4,0.11,17.12,40,7,9,4,2020,3,2,40,40,39,40,35.708333333333336
Ahmedabad,09-04-2020 08:00,28,59,45.77,10.22,0.11,16.62,40,8,9,4,2020,3,2,40,40,37,40,35.833333333333336
Ahmedabad,09-04-2020 09:00,28,59,26.5,11.8,0.11,1.85,37,9,9,4,2020,3,2,40,40,36,39.5,35.875
Ahmedabad,09-04-2020 10:00,29,94,30.07,16.2,0.11,4.38,34,10,9,4,2020,3,2,37,40,33,38.5,35.916666666666664
Ahmedabad,09-04-2020 11:00,27.5,86.5,34,9,0.11,33.9,36,11,9,4,2020,3,2,34,40,33,37.833333333333336,36.04166666666666
Ahmedabad,09-04-2020 12:00,24.25,64.25,34.65,15.62,0.11,61.07,61,12,9,4,2020,3,2,36,40,33,41.333333333333336,37.208333333333336
Ahmedabad,09-04-2020 13:00,26.5,66.25,37.5,7,0.11,50.2,61,13,9,4,2020,3,2,61,40,33,44.833333333333336,38.375
Ahmedabad,09-04-2020 14:00,21.75,67.75,40.33,6.58,0.11,42.45,61,14,9,4,2020,3,2,61,40,33,48.333333333333336,39.54166666666666
Ahmedabad,09-04-2020 15:00,20.5,58.5,40.3,5.8,0.11,40.9,61,15,9,4,2020,3,2,61,37,33,52.333333333333336,40.708333333333336
Ahmedabad,09-04-2020 16:00,18.5,51.75,34.53,4.28,0.11,48.35,61,16,9,4,2020,3,2,61,34,33,56.833333333333336,41.875
Ahmedabad,09-04-2020 17:00,19.25,50.75,23.83,0.8,0.11,51.95,61,17,9,4,2020,3,2,61,36,33,61,43.04166666666666
Ahmedabad,09-04-2020 18:00,23.5,40,23.65,13.66,0.11,45.3,61,18,9,4,2020,3,2,61,61,33,61,44.208333333333336
Ahmedabad,09-04-2020 19:00,16,37,27.58,4.5,0.11,40.38,61,19,9,4,2020,3,2,61,61,33,61,45.375
Ahmedabad,09-04-2020 20:00,15,38,38.1,7.38,0.11,22.55,52,20,9,4,2020,3,2,61,61,33,59.5,46.16666666666666
Ahmedabad,09-04-2020 21:00,35.25,123,46.85,10.35,0.11,18.85,52,21,9,4,2020,3,2,52,61,33,58,46.958333333333336
Ahmedabad,09-04-2020 22:00,24.5,74.25,46.67,11.33,0.11,21.8,52,22,9,4,2020,3,2,52,61,33,56.5,47.75
Ahmedabad,09-04-2020 23:00,27,87,46.15,12.33,0.11,22.07,54,23,9,4,2020,3,2,52,61,35,55.333333333333336,48.54166666666666
Ahmedabad,10-04-2020 00:00,30,78,41.52,11.07,0.11,20.3,56,0,10,4,2020,4,2,54,61,40,54.5,49.208333333333336
Ahmedabad,10-04-2020 01:00,35.25,106.75,39.23,5.83,0.11,19.98,60,1,10,4,2020,4,2,56,61,40,54.333333333333336,50.04166666666666
Ahmedabad,10-04-2020 02:00,34.25,133,39.6,2.58,0.11,15.6,64,2,10,4,2020,4,2,60,52,40,56.333333333333336,51.04166666666666
Ahmedabad,10-04-2020 03:00,28.5,115.75,38.2,2.42,0.11,19,68,3,10,4,2020,4,2,64,52,40,59,52.208333333333336
Ahmedabad,10-04-2020 04:00,27,60.75,40.8,4.05,0.11,16.6,69,4,10,4,2020,4,2,68,52,40,61.833333333333336,53.41666666666666
Ahmedabad,10-04-2020 05:00,26.75,59,45.43,5.52,0.11,10.45,70,5,10,4,2020,4,2,69,54,40,64.5,54.66666666666666
Ahmedabad,10-04-2020 06:00,26.25,76,45.15,5.3,0.11,9.5,72,6,10,4,2020,4,2,70,56,40,67.16666666666667,56
Ahmedabad,10-04-2020 07:00,31,74.5,46.98,5.1,0.11,10.05,73,7,10,4,2020,4,2,72,60,40,69.33333333333333,57.375
Ahmedabad,10-04-2020 08:00,33.25,86.75,41.92,1.1,0.11,15.85,75,8,10,4,2020,4,2,73,64,40,71.16666666666667,58.833333333333336
Ahmedabad,10-04-2020 09:00,26,63.5,42.95,4.04,0.11,21.15,75,9,10,4,2020,4,2,75,68,37,72.33333333333333,60.41666666666666
Ahmedabad,10-04-2020 10:00,20.5,64.75,41.25,7.32,0.11,37.83,73,10,10,4,2020,4,2,75,69,34,73,62.04166666666666
Ahmedabad,10-04-2020 11:00,20.75,74.25,25.85,8.36,0.11,38.45,73,11,10,4,2020,4,2,73,70,36,73.5,63.583333333333336
Ahmedabad,10-04-2020 12:00,16.5,50.5,23.5,5.53,0.11,36.42,72,12,10,4,2020,4,2,73,72,61,73.5,64.04166666666667
Ahmedabad,10-04-2020 13:00,15.25,48.75,28.45,3.92,0.11,30.7,72,13,10,4,2020,4,2,72,73,61,73.33333333333333,64.5
Ahmedabad,10-04-2020 14:00,16.5,46.5,26.23,5.3,0.11,31.75,71,14,10,4,2020,4,2,72,75,61,72.66666666666667,64.91666666666667
Ahmedabad,10-04-2020 15:00,16.75,43.25,28.18,4.6,0.11,25.75,70,15,10,4,2020,4,2,71,75,61,71.83333333333333,65.29166666666667
Ahmedabad,10-04-2020 16:00,12.75,45.25,24.7,5.9,0.11,26.73,70,16,10,4,2020,4,2,70,73,61,71.33333333333333,65.66666666666667
Ahmedabad,10-04-2020 17:00,14.25,38.75,17.85,1.25,0.11,34.83,69,17,10,4,2020,4,2,70,73,61,70.66666666666667,66
Ahmedabad,10-04-2020 18:00,18.75,36,17.1,2.8,0.11,30.62,69,18,10,4,2020,4,2,69,72,61,70.16666666666667,66.33333333333333
Ahmedabad,10-04-2020 19:00,16.75,40.75,18.62,6.55,0.11,22.12,69,19,10,4,2020,4,2,69,72,61,69.66666666666667,66.66666666666667
Ahmedabad,10-04-2020 20:00,27.25,45.25,23.08,8,0.11,18.2,70,20,10,4,2020,4,2,69,71,52,69.5,67.41666666666667
Ahmedabad,10-04-2020 21:00,18.75,55.25,33.1,11.23,0.11,9.43,67,21,10,4,2020,4,2,70,70,52,69,68.04166666666667
Ahmedabad,10-04-2020 22:00,27,97.5,37.75,13.45,0.11,7.35,68,22,10,4,2020,4,2,67,70,52,68.66666666666667,68.70833333333333
Ahmedabad,10-04-2020 23:00,27,114,34.78,14.35,0.11,6.72,69,23,10,4,2020,4,2,68,69,54,68.66666666666667,69.33333333333333
Ahmedabad,11-04-2020 00:00,21,70,30.8,16.12,0.11,4.83,69,0,11,4,2020,5,2,69,69,56,68.66666666666667,69.875
Ahmedabad,11-04-2020 01:00,7.5,27.5,27.88,6.58,0.11,6.53,65,1,11,4,2020,5,2,69,69,60,68,70.08333333333333
Ahmedabad,11-04-2020 02:00,11.5,28.75,24.7,0.5,0.11,8.42,61,2,11,4,2020,5,2,65,70,64,66.5,69.95833333333333
Ahmedabad,11-04-2020 03:00,18.75,27.75,22.88,0.2,0.11,9.55,57,3,11,4,2020,5,2,61,67,68,64.83333333333333,69.5
Ahmedabad,11-04-2020 04:00,18.25,27.25,23.25,2.65,0.11,11.88,56,4,11,4,2020,5,2,57,68,69,62.833333333333336,68.95833333333333
Ahmedabad,11-04-2020 05:00,18.25,34,32.07,3.7,0.11,3.75,55,5,11,4,2020,5,2,56,69,70,60.5,68.33333333333333
Ahmedabad,11-04-2020 06:00,16.75,47.5,33.23,3.97,0.11,5.2,54,6,11,4,2020,5,2,55,69,72,58,67.58333333333333
Ahmedabad,11-04-2020 07:00,19.25,34.5,33.17,3.83,0.11,4.28,52,7,11,4,2020,5,2,54,65,73,55.833333333333336,66.70833333333333
Ahmedabad,11-04-2020 08:00,18.75,38,31.15,1.27,0.11,4.95,50,8,11,4,2020,5,2,52,61,75,54,65.66666666666667
Ahmedabad,11-04-2020 09:00,20,51.5,38.67,0.3,0.11,24.73,49,9,11,4,2020,5,2,50,57,75,52.66666666666666,64.58333333333333
Ahmedabad,11-04-2020 10:00,35.5,78.75,29.22,6.92,0.11,20.8,50,10,11,4,2020,5,2,49,56,73,51.66666666666666,63.625
Ahmedabad,11-04-2020 11:00,31.75,79.5,21.72,21.19,0.11,20.83,50,11,11,4,2020,5,2,50,55,73,50.833333333333336,62.66666666666666
Ahmedabad,11-04-2020 12:00,14.75,38.25,20.4,4.13,0.11,24.8,50,12,11,4,2020,5,2,50,54,72,50.16666666666666,61.75
Ahmedabad,11-04-2020 13:00,12,35,25.32,5.62,0.11,21.15,49,13,11,4,2020,5,2,50,52,72,49.66666666666666,60.79166666666666
Ahmedabad,11-04-2020 14:00,14.5,32,25.97,7.25,0.11,20.48,49,14,11,4,2020,5,2,49,50,71,49.5,59.875
Ahmedabad,11-04-2020 15:00,12.25,33,26.2,7.57,0.11,20.1,48,15,11,4,2020,5,2,49,49,70,49.333333333333336,58.958333333333336
Ahmedabad,11-04-2020 16:00,12,31.5,21.45,7.03,0.11,16.4,48,16,11,4,2020,5,2,48,50,70,49,58.04166666666666
Ahmedabad,11-04-2020 17:00,13.75,24.5,16.42,3.98,0.11,19.9,47,17,11,4,2020,5,2,48,50,69,48.5,57.125
Ahmedabad,11-04-2020 18:00,13.25,19,18,6.65,0.11,20.23,46,18,11,4,2020,5,2,47,50,69,47.833333333333336,56.16666666666666
Ahmedabad,11-04-2020 19:00,13.25,25,18.4,4.65,0.11,18.52,46,19,11,4,2020,5,2,46,49,69,47.333333333333336,55.208333333333336
Ahmedabad,11-04-2020 20:00,11,27,21.7,4.23,0.11,15.4,45,20,11,4,2020,5,2,46,49,70,46.66666666666666,54.16666666666666
Ahmedabad,11-04-2020 21:00,11,33,27.95,7.15,0.11,12.7,44,21,11,4,2020,5,2,45,48,67,46,53.208333333333336
Ahmedabad,11-04-2020 22:00,17,51.5,33.98,10.02,0.11,10.3,42,22,11,4,2020,5,2,44,48,68,45,52.125
Ahmedabad,11-04-2020 23:00,11,41,35.17,12.47,0.11,9.82,39,23,11,4,2020,5,2,42,47,69,43.66666666666666,50.875
Ahmedabad,12-04-2020 00:00,8.25,30.5,33.5,11.67,0.11,7.85,37,0,12,4,2020,6,2,39,46,69,42.16666666666666,49.54166666666666
Ahmedabad,12-04-2020 01:00,8.75,23.5,26.1,7.65,0.11,7.78,37,1,12,4,2020,6,2,37,46,65,40.66666666666666,48.375
Ahmedabad,12-04-2020 02:00,16.75,26.75,27.4,2.8,0.11,7.9,37,2,12,4,2020,6,2,37,45,61,39.333333333333336,47.375
Ahmedabad,12-04-2020 03:00,15.75,31.5,30.95,2.95,0.11,7,37,3,12,4,2020,6,2,37,44,57,38.16666666666666,46.54166666666666
Ahmedabad,12-04-2020 04:00,14.5,30.5,29.67,2.52,0.11,9.85,37,4,12,4,2020,6,2,37,42,56,37.333333333333336,45.75
Ahmedabad,12-04-2020 05:00,13.75,32,32.3,5.65,0.11,6.53,37,5,12,4,2020,6,2,37,39,55,37,45
Ahmedabad,12-04-2020 06:00,14.75,40,35.55,8.32,0.11,5.95,37,6,12,4,2020,6,2,37,37,54,37,44.29166666666666
Ahmedabad,12-04-2020 07:00,19,55.25,36.3,7.75,0.11,7.05,38,7,12,4,2020,6,2,37,37,52,37.16666666666666,43.708333333333336
Ahmedabad,12-04-2020 08:00,14.25,49.75,32.33,4.62,0.11,11.5,38,8,12,4,2020,6,2,38,37,50,37.333333333333336,43.208333333333336
